national_dex_number,form_order,key,form_key,name,kana,type1,type2,h,a,b,c,d,s,image_url
660,0,diggersby,default,ホルード,ほるーど,ノーマル,じめん,85,56,77,50,77,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
661,0,fletchling,default,ヤヤコマ,ややこま,ノーマル,ひこう,45,50,43,40,38,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
662,0,fletchinder,default,ヒノヤコマ,ひのやこま,ほのお,ひこう,62,73,55,56,52,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
663,0,talonflame,default,ファイアロー,ふぁいあろー,ほのお,ひこう,78,81,71,74,69,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png
664,0,scatterbug,default,コフキムシ,こふきむし,むし,,38,35,40,27,25,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png
665,0,spewpa,default,コフーライ,こふーらい,むし,,45,22,60,27,30,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png
666,0,vivillon,default,ビビヨン,びびよん,むし,ひこう,80,52,50,90,50,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
667,0,litleo,default,シシコ,ししこ,ほのお,ノーマル,62,50,58,73,54,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
668,0,pyroar,default,カエンジシ,かえんじし,ほのお,ノーマル,86,68,72,109,66,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
668,1,pyroar,mega,カエンジシ（メガシンカ）,かえんじし（めがしんか）,ほのお,ノーマル,86,88,92,129,86,126,
669,0,flabebe,default,フラベベ,ふらべべ,フェアリー,,44,38,39,61,79,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
670,0,floette,default,フラエッテ,ふらえって,フェアリー,,54,45,47,75,98,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
670,1,floette,eternal,フラエッテ（eternal）,ふらえって（eternal）,フェアリー,,74,65,67,125,128,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png
670,2,floette,mega,フラエッテ（メガシンカ）,ふらえって（めがしんか）,フェアリー,,74,85,87,155,148,102,
671,0,florges,default,フラージェス,ふらーじぇす,フェアリー,,78,65,68,112,154,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
672,0,skiddo,default,メェークル,めぇーくる,くさ,,66,65,48,62,57,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
673,0,gogoat,default,ゴーゴート,ごーごーと,くさ,,123,100,62,97,81,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
674,0,pancham,default,ヤンチャム,やんちゃむ,かくとう,,67,82,62,46,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
675,0,pangoro,default,ゴロンダ,ごろんだ,かくとう,あく,95,124,78,69,71,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
676,0,furfrou,default,トリミアン,とりみあん,ノーマル,,75,80,60,65,90,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
677,0,espurr,default,ニャスパー,にゃすぱー,エスパー,,62,48,54,63,60,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
678,0,meowstic,default,ニャオニクス,にゃおにくす,エスパー,,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
678,1,meowstic,female,ニャオニクス（female）,にゃおにくす（female）,エスパー,,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png
678,2,meowstic,mega,ニャオニクス（メガシンカ）,にゃおにくす（めがしんか）,エスパー,,74,48,76,143,101,124,
679,0,honedge,default,ヒトツキ,ひとつき,はがね,ゴースト,45,80,100,35,37,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
680,0,doublade,default,ニダンギル,にだんぎる,はがね,ゴースト,59,110,150,45,49,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
681,0,aegislash,default,ギルガルド,ぎるがるど,はがね,ゴースト,60,50,140,50,140,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
681,1,aegislash,blade,ギルガルド（blade）,ぎるがるど（blade）,はがね,ゴースト,60,140,50,140,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png
682,0,spritzee,default,シュシュプ,しゅしゅぷ,フェアリー,,78,52,60,63,65,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
683,0,aromatisse,default,フレフワン,ふれふわん,フェアリー,,101,72,72,99,89,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
684,0,swirlix,default,ペロッパフ,ぺろっぱふ,フェアリー,,62,48,66,59,57,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
685,0,slurpuff,default,ペロリーム,ぺろりーむ,フェアリー,,82,80,86,85,75,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
686,0,inkay,default,マーイーカ,まーいーか,あく,エスパー,53,54,53,37,46,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
687,0,malamar,default,カラマネロ,からまねろ,あく,エスパー,86,92,88,68,75,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
687,1,malamar,mega,カラマネロ（メガシンカ）,からまねろ（めがしんか）,あく,エスパー,86,102,88,98,120,88,
688,0,binacle,default,カメテテ,かめてて,いわ,みず,42,52,67,39,56,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
689,0,barbaracle,default,ガメノデス,がめのです,いわ,みず,72,105,115,54,86,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
689,1,barbaracle,mega,ガメノデス（メガシンカ）,がめのです（めがしんか）,いわ,かくとう,72,140,130,64,106,88,
690,0,skrelp,default,クズモー,くずもー,どく,みず,50,60,60,60,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
691,0,dragalge,default,ドラミドロ,どらみどろ,どく,ドラゴン,65,75,90,97,123,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
691,1,dragalge,mega,ドラミドロ（メガシンカ）,どらみどろ（めがしんか）,どく,ドラゴン,65,85,105,132,163,44,
692,0,clauncher,default,ウデッポウ,うでっぽう,みず,,50,53,62,58,63,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
693,0,clawitzer,default,ブロスター,ぶろすたー,みず,,71,73,88,120,89,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
694,0,helioptile,default,エリキテル,えりきてる,でんき,ノーマル,44,38,33,61,43,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
695,0,heliolisk,default,エレザード,えれざーど,でんき,ノーマル,62,55,52,109,94,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
696,0,tyrunt,default,チゴラス,ちごらす,いわ,ドラゴン,58,89,77,45,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
697,0,tyrantrum,default,ガチゴラス,がちごらす,いわ,ドラゴン,82,121,119,69,59,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
698,0,amaura,default,アマルス,あまるす,いわ,こおり,77,59,50,67,63,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
699,0,aurorus,default,アマルルガ,あまるるが,いわ,こおり,123,77,72,99,92,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
700,0,sylveon,default,ニンフィア,にんふぃあ,フェアリー,,95,65,65,110,130,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
701,0,hawlucha,default,ルチャブル,るちゃぶる,かくとう,ひこう,78,92,75,74,63,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
701,1,hawlucha,mega,ルチャブル（メガシンカ）,るちゃぶる（めがしんか）,かくとう,ひこう,78,137,100,74,93,118,
702,0,dedenne,default,デデンネ,ででんね,でんき,フェアリー,67,58,57,81,67,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
703,0,carbink,default,メレシー,めれしー,いわ,フェアリー,50,50,150,50,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
704,0,goomy,default,ヌメラ,ぬめら,ドラゴン,,45,50,35,55,75,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
705,0,sliggoo,default,ヌメイル,ぬめいる,ドラゴン,,68,75,53,83,113,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png
705,1,sliggoo,hisui,ヌメイル（ヒスイのすがた）,ぬめいる（ひすいのすがた）,はがね,ドラゴン,58,75,83,83,113,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10241.png
706,0,goodra,default,ヌメルゴン,ぬめるごん,ドラゴン,,90,100,70,110,150,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
706,1,goodra,hisui,ヌメルゴン（ヒスイのすがた）,ぬめるごん（ひすいのすがた）,はがね,ドラゴン,80,100,100,110,150,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png
707,0,klefki,default,クレッフィ,くれっふぃ,はがね,フェアリー,57,80,91,80,87,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
708,0,phantump,default,ボクレー,ぼくれー,ゴースト,くさ,43,70,48,50,60,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png
709,0,trevenant,default,オーロット,おーろっと,ゴースト,くさ,85,110,76,65,82,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png
710,0,pumpkaboo,default,バケッチャ,ばけっちゃ,ゴースト,くさ,49,66,70,44,55,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png
710,1,pumpkaboo,small,バケッチャ（small）,ばけっちゃ（small）,ゴースト,くさ,44,66,70,44,55,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png
710,2,pumpkaboo,large,バケッチャ（large）,ばけっちゃ（large）,ゴースト,くさ,54,66,70,44,55,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png
710,3,pumpkaboo,super,バケッチャ（super）,ばけっちゃ（super）,ゴースト,くさ,59,66,70,44,55,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png
711,0,gourgeist,default,パンプジン,ぱんぷじん,ゴースト,くさ,65,90,122,58,75,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
711,1,gourgeist,small,パンプジン（small）,ぱんぷじん（small）,ゴースト,くさ,55,85,122,58,75,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png
711,2,gourgeist,large,パンプジン（large）,ぱんぷじん（large）,ゴースト,くさ,75,95,122,58,75,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png
711,3,gourgeist,super,パンプジン（super）,ぱんぷじん（super）,ゴースト,くさ,85,100,122,58,75,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png
712,0,bergmite,default,カチコール,かちこーる,こおり,,55,69,85,32,35,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png
713,0,avalugg,default,クレベース,くれべーす,こおり,,95,117,184,44,46,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
713,1,avalugg,hisui,クレベース（ヒスイのすがた）,くれべーす（ひすいのすがた）,こおり,いわ,95,127,184,34,36,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10243.png
714,0,noibat,default,オンバット,おんばっと,ひこう,ドラゴン,40,30,35,45,40,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
715,0,noivern,default,オンバーン,おんばーん,ひこう,ドラゴン,85,70,80,97,80,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
716,0,xerneas,default,ゼルネアス,ぜるねあす,フェアリー,,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
717,0,yveltal,default,イベルタル,いべるたる,あく,ひこう,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
718,0,zygarde,default,ジガルデ,じがるで,ドラゴン,じめん,108,100,121,81,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
718,1,zygarde,10-power-construct,ジガルデ（10-power-construct）,じがるで（10-power-construct）,ドラゴン,じめん,54,100,71,61,85,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10118.png
718,2,zygarde,50-power-construct,ジガルデ（50-power-construct）,じがるで（50-power-construct）,ドラゴン,じめん,108,100,121,81,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10119.png
718,3,zygarde,complete,ジガルデ（complete）,じがるで（complete）,ドラゴン,じめん,216,100,121,91,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10120.png
718,4,zygarde,10,ジガルデ（10）,じがるで（10）,ドラゴン,じめん,54,100,71,61,85,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10181.png
718,5,zygarde,mega,ジガルデ（メガシンカ）,じがるで（めがしんか）,ドラゴン,じめん,216,70,91,216,85,100,
719,0,diancie,default,ディアンシー,でぃあんしー,いわ,フェアリー,50,100,150,100,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
719,1,diancie,mega,ディアンシー（メガシンカ）,でぃあんしー（めがしんか）,いわ,フェアリー,50,160,110,160,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png
720,0,hoopa,default,フーパ,ふーぱ,エスパー,ゴースト,80,110,60,150,130,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
720,1,hoopa,unbound,フーパ（unbound）,ふーぱ（unbound）,エスパー,あく,80,160,60,170,130,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png
721,0,volcanion,default,ボルケニオン,ぼるけにおん,ほのお,みず,80,110,120,130,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
722,0,rowlet,default,モクロー,もくろー,くさ,ひこう,68,55,55,50,50,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
723,0,dartrix,default,フクスロー,ふくすろー,くさ,ひこう,78,75,75,70,70,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
724,0,decidueye,default,ジュナイパー,じゅないぱー,くさ,ゴースト,78,107,75,100,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
724,1,decidueye,hisui,ジュナイパー（ヒスイのすがた）,じゅないぱー（ひすいのすがた）,くさ,かくとう,88,112,80,95,95,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10244.png
725,0,litten,default,ニャビー,にゃびー,ほのお,,45,65,40,60,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
726,0,torracat,default,ニャヒート,にゃひーと,ほのお,,65,85,50,80,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
727,0,incineroar,default,ガオガエン,がおがえん,ほのお,あく,95,115,90,80,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
728,0,popplio,default,アシマリ,あしまり,みず,,50,54,54,66,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
729,0,brionne,default,オシャマリ,おしゃまり,みず,,60,69,69,91,81,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
730,0,primarina,default,アシレーヌ,あしれーぬ,みず,フェアリー,80,74,74,126,116,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
731,0,pikipek,default,ツツケラ,つつけら,ノーマル,ひこう,35,75,30,30,30,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
732,0,trumbeak,default,ケララッパ,けららっぱ,ノーマル,ひこう,55,85,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
733,0,toucannon,default,ドデカバシ,どでかばし,ノーマル,ひこう,80,120,75,75,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
734,0,yungoos,default,ヤングース,やんぐーす,ノーマル,,48,70,30,30,30,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
735,0,gumshoos,default,デカグース,でかぐーす,ノーマル,,88,110,60,55,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
736,0,grubbin,default,アゴジムシ,あごじむし,むし,,47,62,45,55,45,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
737,0,charjabug,default,デンヂムシ,でんぢむし,むし,でんき,57,82,95,55,75,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
738,0,vikavolt,default,クワガノン,くわがのん,むし,でんき,77,70,90,145,75,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
739,0,crabrawler,default,マケンカニ,まけんかに,かくとう,,47,82,57,42,47,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
740,0,crabominable,default,ケケンカニ,けけんかに,かくとう,こおり,97,132,77,62,67,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
740,1,crabominable,mega,ケケンカニ（メガシンカ）,けけんかに（めがしんか）,かくとう,こおり,97,157,122,62,107,33,
741,0,oricorio,default,オドリドリ,おどりどり,ほのお,ひこう,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
741,1,oricorio,pom-pom,オドリドリ（pom-pom）,おどりどり（pom-pom）,でんき,ひこう,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10123.png
741,2,oricorio,pau,オドリドリ（pau）,おどりどり（pau）,エスパー,ひこう,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10124.png
741,3,oricorio,sensu,オドリドリ（sensu）,おどりどり（sensu）,ゴースト,ひこう,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10125.png
742,0,cutiefly,default,アブリー,あぶりー,むし,フェアリー,40,45,40,55,40,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
743,0,ribombee,default,アブリボン,あぶりぼん,むし,フェアリー,60,55,60,95,70,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
744,0,rockruff,default,イワンコ,いわんこ,いわ,,45,65,40,30,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
744,1,rockruff,own-tempo,イワンコ（own-tempo）,いわんこ（own-tempo）,いわ,,45,65,40,30,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10151.png
745,0,lycanroc,default,ルガルガン,るがるがん,いわ,,75,115,65,55,65,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
745,1,lycanroc,midnight,ルガルガン（midnight）,るがるがん（midnight）,いわ,,85,115,75,55,75,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10126.png
745,2,lycanroc,dusk,ルガルガン（dusk）,るがるがん（dusk）,いわ,,75,117,65,55,65,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10152.png
746,0,wishiwashi,default,ヨワシ,よわし,みず,,45,20,20,25,25,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
746,1,wishiwashi,school,ヨワシ（school）,よわし（school）,みず,,45,140,130,140,135,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10127.png
747,0,mareanie,default,ヒドイデ,ひどいで,どく,みず,50,53,62,43,52,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
748,0,toxapex,default,ドヒドイデ,どひどいで,どく,みず,50,63,152,53,142,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
749,0,mudbray,default,ドロバンコ,どろばんこ,じめん,,70,100,70,45,55,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
750,0,mudsdale,default,バンバドロ,ばんばどろ,じめん,,100,125,100,55,85,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
751,0,dewpider,default,シズクモ,しずくも,みず,むし,38,40,52,40,72,27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
752,0,araquanid,default,オニシズクモ,おにしずくも,みず,むし,68,70,92,50,132,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
753,0,fomantis,default,カリキリ,かりきり,くさ,,40,55,35,50,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
754,0,lurantis,default,ラランテス,ららんてす,くさ,,70,105,90,80,90,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
755,0,morelull,default,ネマシュ,ねましゅ,くさ,フェアリー,40,35,55,65,75,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
756,0,shiinotic,default,マシェード,ましぇーど,くさ,フェアリー,60,45,80,90,100,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
757,0,salandit,default,ヤトウモリ,やとうもり,どく,ほのお,48,44,40,71,40,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
758,0,salazzle,default,エンニュート,えんにゅーと,どく,ほのお,68,64,60,111,60,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
759,0,stufful,default,ヌイコグマ,ぬいこぐま,ノーマル,かくとう,70,75,50,45,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
760,0,bewear,default,キテルグマ,きてるぐま,ノーマル,かくとう,120,125,80,55,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
761,0,bounsweet,default,アマカジ,あまかじ,くさ,,42,30,38,30,38,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
762,0,steenee,default,アママイコ,あままいこ,くさ,,52,40,48,40,48,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
763,0,tsareena,default,アマージョ,あまーじょ,くさ,,72,120,98,50,98,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
764,0,comfey,default,キュワワー,きゅわわー,フェアリー,,51,52,90,82,110,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
765,0,oranguru,default,ヤレユータン,やれゆーたん,ノーマル,エスパー,90,60,80,90,110,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
766,0,passimian,default,ナゲツケサル,なげつけさる,かくとう,,100,120,90,40,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
767,0,wimpod,default,コソクムシ,こそくむし,むし,みず,25,35,40,20,30,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
768,0,golisopod,default,グソクムシャ,ぐそくむしゃ,むし,みず,75,125,140,60,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
768,1,golisopod,mega,グソクムシャ（メガシンカ）,ぐそくむしゃ（めがしんか）,むし,はがね,75,150,175,70,120,40,
769,0,sandygast,default,スナバァ,すなばぁ,ゴースト,じめん,55,55,80,70,45,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
770,0,palossand,default,シロデスナ,しろですな,ゴースト,じめん,85,75,110,100,75,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
771,0,pyukumuku,default,ナマコブシ,なまこぶし,みず,,55,60,130,30,130,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
772,0,type-null,default,タイプ：ヌル,たいぷ：ぬる,ノーマル,,95,95,95,95,95,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
773,0,silvally,default,シルヴァディ,しるヴぁでぃ,ノーマル,,95,95,95,95,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
774,0,minior,default,メテノ,めての,いわ,ひこう,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
774,1,minior,orange-meteor,メテノ（orange-meteor）,めての（orange-meteor）,いわ,ひこう,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10130.png
774,2,minior,yellow-meteor,メテノ（yellow-meteor）,めての（yellow-meteor）,いわ,ひこう,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10131.png
774,3,minior,green-meteor,メテノ（green-meteor）,めての（green-meteor）,いわ,ひこう,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10132.png
774,4,minior,blue-meteor,メテノ（blue-meteor）,めての（blue-meteor）,いわ,ひこう,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10133.png
774,5,minior,indigo-meteor,メテノ（indigo-meteor）,めての（indigo-meteor）,いわ,ひこう,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10134.png
774,6,minior,violet-meteor,メテノ（violet-meteor）,めての（violet-meteor）,いわ,ひこう,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10135.png
774,7,minior,red,メテノ（red）,めての（red）,いわ,ひこう,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10136.png
774,8,minior,orange,メテノ（orange）,めての（orange）,いわ,ひこう,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10137.png
774,9,minior,yellow,メテノ（yellow）,めての（yellow）,いわ,ひこう,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10138.png
774,10,minior,green,メテノ（green）,めての（green）,いわ,ひこう,60,100,60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10139.png
